runtime,memory
2.59274959564209,142.83984375
2.0796728134155273,142.83984375
2.006300210952759,142.83984375
1.9802281856536865,142.83984375
1.9325098991394043,142.83984375
1.9297871589660645,142.83984375
1.9353973865509033,142.83984375
1.9367578029632568,142.83984375
1.9354467391967773,142.83984375
1.9300751686096191,142.83984375
1.940098762512207,142.83984375
1.9288597106933594,142.83984375
1.9441099166870117,142.83984375
1.939042329788208,142.83984375
1.9128813743591309,142.83984375
1.9411072731018066,142.83984375
1.9162952899932861,142.83984375
1.9120867252349854,142.83984375
1.95444917678833,142.83984375
1.924485206604004,142.83984375
1.9040992259979248,142.83984375
1.9264638423919678,142.83984375
1.926006555557251,142.83984375
1.9251892566680908,142.83984375
1.9168117046356201,142.83984375
1.9154422283172607,142.83984375
1.9192547798156738,142.83984375
1.9106860160827637,142.83984375
1.9371941089630127,142.83984375
1.9355056285858154,142.83984375
1.9165971279144287,142.83984375
1.9134643077850342,142.83984375
1.9202096462249756,142.83984375
1.9697613716125488,142.83984375
1.97810959815979,142.83984375
1.9003653526306152,142.83984375
1.919623613357544,142.83984375
1.9102778434753418,142.83984375
1.944335699081421,142.83984375
1.9221649169921875,142.83984375
1.9335498809814453,142.83984375
1.9441568851470947,142.83984375
1.9172308444976807,142.83984375
1.9016342163085938,142.83984375
1.9258499145507812,142.83984375
1.9341332912445068,142.83984375
1.9820833206176758,142.83984375
1.9401257038116455,142.83984375
1.9073092937469482,142.83984375
1.9384198188781738,142.83984375
1.9218459129333496,142.83984375
1.9114601612091064,142.83984375
1.92765474319458,142.83984375
1.916442632675171,142.83984375
1.9340932369232178,142.83984375
1.923654317855835,142.83984375
1.9468364715576172,142.83984375
1.9162821769714355,142.83984375
1.901078224182129,142.83984375
1.936798095703125,142.83984375
1.9157006740570068,142.83984375
1.940054178237915,142.83984375
1.9673900604248047,142.83984375
1.921342134475708,142.83984375
1.927241563796997,142.83984375
1.9757416248321533,142.83984375
1.9321424961090088,142.83984375
1.9265055656433105,142.83984375
1.9417483806610107,142.83984375
1.9591271877288818,142.83984375
1.9384443759918213,142.83984375
1.9262335300445557,142.83984375
1.922318935394287,142.83984375
1.9246182441711426,142.83984375
1.92655348777771,142.83984375
1.9628491401672363,142.83984375
1.8965263366699219,142.83984375
1.985602855682373,142.83984375
1.9266304969787598,142.83984375
1.9214706420898438,142.83984375
1.9265129566192627,142.83984375
1.9292552471160889,142.83984375
1.9709391593933105,142.83984375
1.91937255859375,142.83984375
1.9160232543945312,142.83984375
1.9409902095794678,142.83984375
1.9250373840332031,142.83984375
1.925053358078003,142.83984375
1.943415880203247,142.83984375
1.9262206554412842,142.83984375
1.9498016834259033,142.83984375
1.9221489429473877,142.83984375
1.9362781047821045,142.83984375
1.9536707401275635,142.83984375
1.9088692665100098,142.83984375
1.9140489101409912,142.83984375
1.999368667602539,142.83984375
1.9188261032104492,142.83984375
1.9780933856964111,142.83984375
1.9993126392364502,142.83984375
1.9472029209136963,142.83984375
1.9292688369750977,142.83984375
1.9268214702606201,142.83984375
1.9590129852294922,142.83984375
1.936995029449463,142.83984375
1.9379534721374512,142.83984375
1.941948652267456,142.83984375
1.9136464595794678,142.83984375
2.042112350463867,142.83984375
1.9348523616790771,142.83984375
1.9250330924987793,142.83984375
1.9508652687072754,142.83984375
1.9129023551940918,142.83984375
1.9245662689208984,142.83984375
2.013434886932373,142.83984375
1.9154632091522217,142.83984375
1.9324910640716553,142.83984375
1.962402582168579,142.83984375
1.928694725036621,142.83984375
1.9319345951080322,142.83984375
1.9412102699279785,142.83984375
2.2342190742492676,142.83984375
1.9507172107696533,142.83984375
1.9224810600280762,142.83984375
1.9538545608520508,142.83984375
1.9284706115722656,142.83984375
1.9668335914611816,142.83984375
1.96644926071167,142.83984375
1.9303216934204102,142.83984375
1.937598705291748,142.83984375
1.9567489624023438,142.83984375
1.9652714729309082,142.83984375
1.9312512874603271,142.83984375
1.9628980159759521,142.83984375
1.9231998920440674,142.83984375
1.9428126811981201,142.83984375
1.947718620300293,142.83984375
1.926206111907959,142.83984375
1.9540727138519287,142.83984375
1.9831616878509521,142.83984375
1.9326927661895752,142.83984375
1.9477646350860596,142.83984375
1.9659786224365234,142.83984375
1.9308340549468994,142.83984375
1.9383635520935059,142.83984375
1.959442377090454,142.83984375
1.9535324573516846,142.83984375
1.9331169128417969,142.83984375
1.9210467338562012,142.83984375
1.9299266338348389,142.83984375
1.9216341972351074,142.83984375
1.9356679916381836,142.83984375
1.9356098175048828,142.83984375
1.8969695568084717,142.83984375
1.9400653839111328,142.83984375
1.9308204650878906,142.83984375
1.9202351570129395,142.83984375
2.06036114692688,142.83984375
1.9283223152160645,142.83984375
1.935288906097412,142.83984375
1.9283523559570312,142.83984375
1.9211416244506836,142.83984375
1.962324619293213,142.83984375
1.9232773780822754,142.83984375
1.9335403442382812,142.83984375
1.9279134273529053,142.83984375
1.943180799484253,142.83984375
1.936751365661621,142.83984375
1.9631767272949219,142.83984375
1.9445772171020508,142.83984375
2.000394344329834,142.83984375
1.9472837448120117,142.83984375
1.921616554260254,142.83984375
1.9757647514343262,142.83984375
1.9636592864990234,142.83984375
1.9310081005096436,142.83984375
1.9589474201202393,142.83984375
1.956634759902954,142.83984375
1.92753005027771,142.83984375
1.928797721862793,142.83984375
1.9128289222717285,142.83984375
1.9168968200683594,142.83984375
1.9316260814666748,142.83984375
1.9321331977844238,142.83984375
1.924506425857544,142.83984375
1.9661555290222168,142.83984375
1.936011791229248,142.83984375
