runtime,memory
2.157104730606079,142.83984375
1.9105949401855469,142.83984375
1.8514089584350586,142.83984375
1.9216809272766113,142.83984375
1.8636157512664795,142.83984375
1.879457950592041,142.83984375
1.8696155548095703,142.83984375
1.8921849727630615,142.83984375
1.9479880332946777,142.83984375
1.8170561790466309,142.83984375
1.8993918895721436,142.83984375
1.868424892425537,142.83984375
1.9178221225738525,142.83984375
1.8751022815704346,142.83984375
1.8502588272094727,142.83984375
1.8898983001708984,142.83984375
1.8607418537139893,142.83984375
1.900217056274414,142.83984375
1.908341646194458,142.83984375
1.9092562198638916,142.83984375
1.8687238693237305,142.83984375
1.8755221366882324,142.83984375
1.8834097385406494,142.83984375
1.8518950939178467,142.83984375
1.8967280387878418,142.83984375
1.877946138381958,142.83984375
1.9097373485565186,142.83984375
1.884655475616455,142.83984375
1.8780391216278076,142.83984375
1.8573427200317383,142.83984375
1.8720567226409912,142.83984375
1.8725225925445557,142.83984375
1.8561279773712158,142.83984375
1.8838183879852295,142.83984375
1.9020535945892334,142.83984375
1.8824748992919922,142.83984375
1.8924837112426758,142.83984375
1.9054286479949951,142.83984375
1.8826823234558105,142.83984375
1.8782060146331787,142.83984375
1.9334053993225098,142.83984375
1.8934309482574463,142.83984375
1.8821427822113037,142.83984375
1.870438814163208,142.83984375
1.9080491065979004,142.83984375
1.84706449508667,142.83984375
1.9050443172454834,142.83984375
1.8872530460357666,142.83984375
1.8551974296569824,142.83984375
1.8797094821929932,142.83984375
1.8959593772888184,142.83984375
1.8977422714233398,142.83984375
1.8629276752471924,142.83984375
1.9159598350524902,142.83984375
1.863022804260254,142.83984375
1.8854694366455078,142.83984375
1.8718750476837158,142.83984375
1.866262435913086,142.83984375
1.8809771537780762,142.83984375
1.875135898590088,142.83984375
1.865236759185791,142.83984375
1.870389461517334,142.83984375
1.8888380527496338,142.83984375
1.8737332820892334,142.83984375
1.870474100112915,142.83984375
1.8517656326293945,142.83984375
1.873974084854126,142.83984375
1.8821420669555664,142.83984375
1.8503127098083496,142.83984375
1.8918907642364502,142.83984375
1.9050540924072266,142.83984375
1.8656389713287354,142.83984375
1.8927862644195557,142.83984375
1.8821544647216797,142.83984375
1.8679754734039307,142.83984375
1.9129059314727783,142.83984375
1.8460593223571777,142.83984375
1.890866994857788,142.83984375
1.8720123767852783,142.83984375
1.8634796142578125,142.83984375
1.8536231517791748,142.83984375
1.8665492534637451,142.83984375
1.8913366794586182,142.83984375
1.8722889423370361,142.83984375
1.9013347625732422,142.83984375
1.873488187789917,142.83984375
1.8820860385894775,142.83984375
1.8506333827972412,142.83984375
1.8904941082000732,142.83984375
1.8538691997528076,142.83984375
1.855269193649292,142.83984375
1.8835489749908447,142.83984375
1.8554694652557373,142.83984375
1.8762269020080566,142.83984375
1.8919110298156738,142.83984375
1.8666818141937256,142.83984375
1.8481526374816895,142.83984375
1.8658173084259033,142.83984375
1.8690946102142334,142.83984375
1.886397361755371,142.83984375
1.8983752727508545,142.83984375
1.864185094833374,142.83984375
1.9001786708831787,142.83984375
1.8775250911712646,142.83984375
1.896148443222046,142.83984375
1.8968989849090576,142.83984375
1.8857204914093018,142.83984375
1.9250266551971436,142.83984375
1.8453071117401123,142.83984375
1.8519573211669922,142.83984375
1.8762071132659912,142.83984375
1.8481009006500244,142.83984375
1.895845651626587,142.83984375
1.8697688579559326,142.83984375
1.8520300388336182,142.83984375
1.8945999145507812,142.83984375
1.8574132919311523,142.83984375
1.8760347366333008,142.83984375
1.899427890777588,142.83984375
1.8567254543304443,142.83984375
1.8611137866973877,142.83984375
1.8710780143737793,142.83984375
1.8532583713531494,142.83984375
1.8797836303710938,142.83984375
1.8547978401184082,142.83984375
1.8707363605499268,142.83984375
1.858898639678955,142.83984375
1.8471271991729736,142.83984375
1.9058856964111328,142.83984375
2.0123512744903564,142.83984375
1.9276962280273438,142.83984375
2.045694589614868,142.83984375
2.2612149715423584,142.83984375
1.9823455810546875,142.83984375
2.376730442047119,142.83984375
2.404404878616333,142.83984375
2.614464044570923,142.83984375
2.1937344074249268,142.83984375
2.2537152767181396,142.83984375
2.4491846561431885,142.83984375
2.4301023483276367,142.83984375
2.3677778244018555,142.83984375
2.3340234756469727,142.83984375
2.0290610790252686,142.83984375
1.9570837020874023,142.83984375
2.0041751861572266,142.83984375
1.9675624370574951,142.83984375
1.9920122623443604,142.83984375
2.0423038005828857,142.83984375
2.0506975650787354,142.83984375
2.2292726039886475,142.83984375
2.237872362136841,142.83984375
2.282252550125122,142.83984375
2.309450387954712,142.83984375
2.29769229888916,142.83984375
2.491159439086914,142.83984375
2.300316095352173,142.83984375
2.3765625953674316,142.83984375
2.566045045852661,142.83984375
2.456289052963257,142.83984375
2.335191488265991,142.83984375
2.249328851699829,142.83984375
2.035623788833618,142.83984375
1.9899792671203613,142.83984375
2.3321280479431152,142.83984375
2.3135712146759033,142.83984375
2.275609016418457,142.83984375
2.267731189727783,142.83984375
2.0063133239746094,142.83984375
1.8788189888000488,142.83984375
1.9027771949768066,142.83984375
1.8922994136810303,142.83984375
1.8845806121826172,142.83984375
1.8889491558074951,142.83984375
1.8612425327301025,142.83984375
1.8831732273101807,142.83984375
1.8778979778289795,142.83984375
1.8841521739959717,142.83984375
1.8613018989562988,142.83984375
1.8868350982666016,142.83984375
1.8738353252410889,142.83984375
1.8613946437835693,142.83984375
1.8772549629211426,142.83984375
1.8735730648040771,142.83984375
1.8792810440063477,142.83984375
1.8780770301818848,142.83984375
1.8577427864074707,142.83984375
1.8915441036224365,142.83984375
1.868929386138916,142.83984375
1.8725826740264893,142.83984375
1.8720920085906982,142.83984375
1.911980390548706,142.83984375
1.8839783668518066,142.83984375
1.8816988468170166,142.83984375
1.8577518463134766,142.83984375
1.907113790512085,142.83984375
1.947314739227295,142.83984375
1.921358346939087,142.83984375
1.9036030769348145,142.83984375
1.8972222805023193,142.83984375
1.879500389099121,142.83984375
1.8905341625213623,142.83984375
1.9344608783721924,142.83984375
1.9124200344085693,142.83984375
1.9046075344085693,142.83984375
1.8749918937683105,142.83984375
1.950160026550293,142.83984375
1.8825774192810059,142.83984375
1.9244585037231445,142.83984375
1.8467826843261719,142.83984375
1.875359058380127,142.83984375
1.9162580966949463,142.83984375
1.8786978721618652,142.83984375
1.921698808670044,142.83984375
1.888139009475708,142.83984375
1.9028174877166748,142.83984375
1.8905425071716309,142.83984375
1.8617734909057617,142.83984375
1.8734755516052246,142.83984375
1.8844013214111328,142.83984375
1.8512516021728516,142.83984375
1.924431562423706,142.83984375
1.8463354110717773,142.83984375
1.892928123474121,142.83984375
1.8871855735778809,142.83984375
1.8990309238433838,142.83984375
1.8571696281433105,142.83984375
1.9065465927124023,142.83984375
1.871260404586792,142.83984375
1.8727641105651855,142.83984375
1.8605589866638184,142.83984375
1.859783411026001,142.83984375
1.875847578048706,142.83984375
2.181234359741211,142.83984375
2.2717010974884033,142.83984375
2.0664308071136475,142.83984375
1.966700553894043,142.83984375
1.9233789443969727,142.83984375
1.8973867893218994,142.83984375
1.8936207294464111,142.83984375
1.910069465637207,142.83984375
1.912900447845459,142.83984375
1.9440791606903076,142.83984375
2.308783531188965,142.83984375
2.5275487899780273,142.83984375
2.3753154277801514,142.83984375
2.548544406890869,142.83984375
2.4560582637786865,142.83984375
2.458224296569824,142.83984375
2.3666188716888428,142.83984375
2.53072190284729,142.83984375
2.420085906982422,142.83984375
2.377359628677368,142.83984375
2.3901407718658447,142.83984375
2.6041500568389893,142.83984375
2.4283859729766846,142.83984375
2.4379518032073975,142.83984375
2.3962464332580566,142.83984375
2.4059224128723145,142.83984375
2.135680913925171,142.83984375
2.1090199947357178,142.83984375
1.9945452213287354,142.83984375
1.9913740158081055,142.83984375
1.9587466716766357,142.83984375
1.974294662475586,142.83984375
1.9436860084533691,142.83984375
2.0629117488861084,142.83984375
2.029162883758545,142.83984375
2.1845626831054688,142.83984375
2.1332359313964844,142.83984375
2.1612656116485596,142.83984375
1.9432921409606934,142.83984375
2.0674781799316406,142.83984375
1.9996588230133057,142.83984375
1.9709253311157227,142.83984375
1.9080853462219238,142.83984375
1.9022936820983887,142.83984375
1.9087846279144287,142.83984375
1.968653678894043,142.83984375
1.944347620010376,142.83984375
1.9361681938171387,142.83984375
2.014816999435425,142.83984375
2.0214684009552,142.83984375
1.9505681991577148,142.83984375
2.021244764328003,142.83984375
2.412437915802002,142.83984375
2.1302342414855957,142.83984375
1.9291203022003174,142.83984375
2.0480539798736572,142.83984375
2.373887777328491,142.83984375
2.5543320178985596,142.83984375
2.5787839889526367,142.83984375
2.2125537395477295,142.83984375
2.007251262664795,142.83984375
1.8929917812347412,142.83984375
1.9412479400634766,142.83984375
1.8943448066711426,142.83984375
1.9132945537567139,142.83984375
1.845804214477539,142.83984375
1.8895485401153564,142.83984375
1.905940055847168,142.83984375
1.8903725147247314,142.83984375
1.872683048248291,142.83984375
1.8332839012145996,142.83984375
1.8611977100372314,142.83984375
1.9232101440429688,142.83984375
1.8750762939453125,142.83984375
1.8709430694580078,142.83984375
1.8992183208465576,142.83984375
1.8750970363616943,142.83984375
1.8741397857666016,142.83984375
1.916774034500122,142.83984375
1.8621842861175537,142.83984375
1.8838772773742676,142.83984375
1.9302630424499512,142.83984375
1.8489243984222412,142.83984375
1.8804352283477783,142.83984375
1.9302678108215332,142.83984375
1.849738597869873,142.83984375
1.8628740310668945,142.83984375
1.908928394317627,142.83984375
1.8962609767913818,142.83984375
1.9095442295074463,142.83984375
1.9157180786132812,142.83984375
1.9173033237457275,142.83984375
1.863511085510254,142.83984375
1.8897266387939453,142.83984375
1.9542789459228516,142.83984375
1.885317087173462,142.83984375
1.8804373741149902,142.83984375
1.9023187160491943,142.83984375
1.8635082244873047,142.83984375
